timestamp,node_id,cpu_capacity,memory_capacity
2025-10-13T22:51:24,N010,21.690,74.799
2025-10-13T22:51:39,N010,20.850,76.830
2025-10-13T22:51:54,N010,17.664,69.668
2025-10-13T22:52:09,N010,17.800,80.219
2025-10-13T22:52:24,N010,20.603,90.041
2025-10-13T22:52:39,N010,20.066,112.028
2025-10-13T22:52:54,N010,22.108,122.043
2025-10-13T22:53:09,N010,22.544,138.325
2025-10-13T22:53:24,N010,23.326,123.099
2025-10-13T22:53:39,N010,25.568,135.245
2025-10-13T22:53:54,N010,24.489,151.955
2025-10-13T22:54:09,N010,23.609,150.212
2025-10-13T22:54:24,N010,31.292,164.617
2025-10-13T22:54:39,N010,32.108,162.544
2025-10-13T22:54:54,N010,37.914,172.283
2025-10-13T22:55:09,N010,44.475,154.538
2025-10-13T22:55:24,N010,53.222,117.607
2025-10-13T22:55:39,N010,55.243,109.519
2025-10-13T22:55:54,N010,62.861,87.036
2025-10-13T22:52:04,N006,13.793,100.723
2025-10-13T22:52:19,N006,14.607,89.763
2025-10-13T22:52:34,N006,13.794,75.065
2025-10-13T22:52:49,N006,15.328,63.665
2025-10-13T22:53:04,N006,17.461,57.322
2025-10-13T22:53:19,N006,16.473,47.491
2025-10-13T22:53:34,N006,19.894,39.144
2025-10-13T22:53:49,N006,22.326,35.863
2025-10-13T22:54:04,N006,21.244,27.749
2025-10-13T22:54:19,N006,18.731,29.424
2025-10-13T22:54:34,N006,16.208,32.509
2025-10-13T22:54:49,N006,15.608,40.517
2025-10-13T22:55:04,N006,14.726,48.684
2025-10-13T22:55:19,N006,12.165,44.724
2025-10-13T22:55:34,N006,10.983,44.809
2025-10-13T22:55:49,N006,11.199,46.668
2025-10-13T22:56:04,N006,13.654,55.703
2025-10-13T22:56:19,N006,14.149,56.177
2025-10-13T22:56:34,N006,14.408,63.453
2025-10-13T22:56:49,N006,15.579,61.590
2025-10-13T22:52:31,N001,12.267,50.592
2025-10-13T22:52:46,N001,11.099,55.638
2025-10-13T22:53:01,N001,11.425,60.792
2025-10-13T22:53:16,N001,11.617,62.695
2025-10-13T22:53:31,N001,11.164,67.394
2025-10-13T22:53:46,N001,10.896,71.069
2025-10-13T22:54:01,N001,9.989,73.388
2025-10-13T22:54:16,N001,6.850,65.276
2025-10-13T22:54:31,N001,6.029,64.476
2025-10-13T22:54:46,N001,5.971,46.841
2025-10-13T22:55:01,N001,5.360,45.178
2025-10-13T22:55:16,N001,5.848,52.200
2025-10-13T22:55:31,N001,4.738,49.771
2025-10-13T22:55:46,N001,3.706,43.976
2025-10-13T22:56:01,N001,4.326,45.666
2025-10-13T22:56:16,N001,5.207,47.326
2025-10-13T22:56:31,N001,4.400,49.398
2025-10-13T22:56:46,N001,4.941,54.144
2025-10-13T22:57:01,N001,5.474,58.308
2025-10-13T22:57:16,N001,5.978,60.301
2025-10-13T22:53:38,N008,21.648,29.787
2025-10-13T22:53:53,N008,20.530,34.955
2025-10-13T22:54:08,N008,20.793,33.175
2025-10-13T22:54:23,N008,21.058,38.261
2025-10-13T22:54:38,N008,21.194,45.873
2025-10-13T22:54:53,N008,18.140,49.882
2025-10-13T22:55:08,N008,19.076,49.631
2025-10-13T22:55:23,N008,16.353,40.749
2025-10-13T22:55:38,N008,16.657,40.590
2025-10-13T22:55:53,N008,18.259,40.678
2025-10-13T22:56:08,N008,16.171,34.982
2025-10-13T22:56:23,N008,15.903,29.448
2025-10-13T22:56:38,N008,17.956,26.754
2025-10-13T22:56:53,N008,19.558,24.757
2025-10-13T22:57:08,N008,19.945,22.829
2025-10-13T22:57:23,N008,20.371,25.429
2025-10-13T22:57:38,N008,18.255,25.351
2025-10-13T22:57:53,N008,18.169,24.173
2025-10-13T22:58:08,N008,18.539,26.215
2025-10-13T22:58:23,N008,17.202,29.891
2025-10-13T22:54:14,N006,13.297,15.814
2025-10-13T22:54:29,N006,11.062,13.505
2025-10-13T22:54:44,N006,11.163,11.688
2025-10-13T22:54:59,N006,12.183,11.983
2025-10-13T22:55:14,N006,13.536,8.937
2025-10-13T22:55:29,N006,11.598,10.517
2025-10-13T22:55:44,N006,12.163,12.057
2025-10-13T22:55:59,N006,13.495,10.181
2025-10-13T22:56:14,N006,15.725,11.160
2025-10-13T22:56:29,N006,18.434,11.871
2025-10-13T22:56:44,N006,14.822,12.461
2025-10-13T22:56:59,N006,10.692,14.400
2025-10-13T22:57:14,N006,10.032,13.508
2025-10-13T22:57:29,N006,10.000,14.808
2025-10-13T22:57:44,N006,10.099,14.853
2025-10-13T22:57:59,N006,9.686,13.516
2025-10-13T22:58:14,N006,8.431,13.755
2025-10-13T22:58:29,N006,8.757,14.162
2025-10-13T22:58:44,N006,8.594,14.378
2025-10-13T22:58:59,N006,7.216,12.681
2025-10-13T22:54:15,N003,27.901,28.729
2025-10-13T22:54:30,N003,25.153,26.678
2025-10-13T22:54:45,N003,26.734,28.520
2025-10-13T22:55:00,N003,33.072,32.640
2025-10-13T22:55:15,N003,36.544,33.336
2025-10-13T22:55:30,N003,37.445,30.007
2025-10-13T22:55:45,N003,30.724,31.889
2025-10-13T22:56:00,N003,24.735,29.662
2025-10-13T22:56:15,N003,26.525,31.089
2025-10-13T22:56:30,N003,25.978,27.082
2025-10-13T22:56:45,N003,21.266,26.032
2025-10-13T22:57:00,N003,16.156,25.178
2025-10-13T22:57:15,N003,14.967,22.429
2025-10-13T22:57:30,N003,15.216,23.650
2025-10-13T22:57:45,N003,16.174,22.590
2025-10-13T22:58:00,N003,15.899,19.080
2025-10-13T22:58:15,N003,17.305,20.088
2025-10-13T22:58:30,N003,18.280,17.311
2025-10-13T22:58:45,N003,19.537,15.551
2025-10-13T22:59:00,N003,20.094,16.136
2025-10-13T22:54:26,N007,31.540,74.610
2025-10-13T22:54:41,N007,29.784,99.512
2025-10-13T22:54:56,N007,25.674,106.535
2025-10-13T22:55:11,N007,25.637,124.185
2025-10-13T22:55:26,N007,25.102,146.993
2025-10-13T22:55:41,N007,23.093,157.658
2025-10-13T22:55:56,N007,23.356,159.051
2025-10-13T22:56:11,N007,23.525,152.176
2025-10-13T22:56:26,N007,22.102,153.965
2025-10-13T22:56:41,N007,17.532,131.599
2025-10-13T22:56:56,N007,15.121,116.218
2025-10-13T22:57:11,N007,16.645,109.546
2025-10-13T22:57:26,N007,15.629,113.563
2025-10-13T22:57:41,N007,16.013,95.479
2025-10-13T22:57:56,N007,15.529,86.557
2025-10-13T22:58:11,N007,15.882,80.885
2025-10-13T22:58:26,N007,15.618,84.979
2025-10-13T22:58:41,N007,17.695,84.104
2025-10-13T22:58:56,N007,13.113,84.269
2025-10-13T22:59:11,N007,14.620,95.533
2025-10-13T22:54:29,N005,28.214,19.208
2025-10-13T22:54:44,N005,25.862,21.344
2025-10-13T22:54:59,N005,24.859,26.640
2025-10-13T22:55:14,N005,24.578,31.153
2025-10-13T22:55:29,N005,17.271,32.389
2025-10-13T22:55:44,N005,16.359,31.424
2025-10-13T22:55:59,N005,14.424,31.481
2025-10-13T22:56:14,N005,12.863,35.170
2025-10-13T22:56:29,N005,12.957,37.297
2025-10-13T22:56:44,N005,12.379,39.113
2025-10-13T22:56:59,N005,11.801,39.944
2025-10-13T22:57:14,N005,9.779,35.342
2025-10-13T22:57:29,N005,10.580,38.458
2025-10-13T22:57:44,N005,10.917,30.664
2025-10-13T22:57:59,N005,9.576,27.427
2025-10-13T22:58:14,N005,10.795,28.868
2025-10-13T22:58:29,N005,11.405,26.527
2025-10-13T22:58:44,N005,10.984,25.057
2025-10-13T22:58:59,N005,12.626,27.503
2025-10-13T22:59:14,N005,15.520,25.491
2025-10-13T22:55:00,N007,9.218,70.630
2025-10-13T22:55:15,N007,9.325,70.638
2025-10-13T22:55:30,N007,9.810,81.951
2025-10-13T22:55:45,N007,9.558,81.625
2025-10-13T22:56:00,N007,10.404,66.636
2025-10-13T22:56:15,N007,12.663,53.900
2025-10-13T22:56:30,N007,15.454,50.269
2025-10-13T22:56:45,N007,15.377,51.440
2025-10-13T22:57:00,N007,14.848,50.777
2025-10-13T22:57:15,N007,13.719,50.485
2025-10-13T22:57:30,N007,16.373,49.824
2025-10-13T22:57:45,N007,16.815,52.356
2025-10-13T22:58:00,N007,16.987,62.179
2025-10-13T22:58:15,N007,16.509,64.026
2025-10-13T22:58:30,N007,16.352,80.034
2025-10-13T22:58:45,N007,14.261,80.190
2025-10-13T22:59:00,N007,12.873,93.298
2025-10-13T22:59:15,N007,12.417,98.249
2025-10-13T22:59:30,N007,11.366,88.011
2025-10-13T22:59:45,N007,10.870,88.049
2025-10-13T22:57:10,N007,13.958,16.364
2025-10-13T22:57:25,N007,15.321,16.333
2025-10-13T22:57:40,N007,14.025,19.318
2025-10-13T22:57:55,N007,14.368,19.668
2025-10-13T22:58:10,N007,15.856,22.151
2025-10-13T22:58:25,N007,14.561,25.940
2025-10-13T22:58:40,N007,15.642,35.092
2025-10-13T22:58:55,N007,13.475,40.036
2025-10-13T22:59:10,N007,14.554,37.342
2025-10-13T22:59:25,N007,13.761,38.393
2025-10-13T22:59:40,N007,12.435,37.341
2025-10-13T22:59:55,N007,11.501,39.030
2025-10-13T23:00:10,N007,9.962,42.129
2025-10-13T23:00:25,N007,9.138,44.655
2025-10-13T23:00:40,N007,7.485,42.780
2025-10-13T23:00:55,N007,6.271,34.468
2025-10-13T23:01:10,N007,5.711,27.533
2025-10-13T23:01:25,N007,5.457,23.465
2025-10-13T23:01:40,N007,5.170,23.375
2025-10-13T23:01:55,N007,5.899,24.809
2025-10-13T22:57:56,N001,8.456,52.109
2025-10-13T22:58:11,N001,9.709,56.017
2025-10-13T22:58:26,N001,11.310,42.385
2025-10-13T22:58:41,N001,9.389,41.048
2025-10-13T22:58:56,N001,8.831,46.795
2025-10-13T22:59:11,N001,10.181,51.286
2025-10-13T22:59:26,N001,10.575,52.780
2025-10-13T22:59:41,N001,10.016,46.464
2025-10-13T22:59:56,N001,10.119,46.689
2025-10-13T23:00:11,N001,9.262,49.715
2025-10-13T23:00:26,N001,7.006,42.822
2025-10-13T23:00:41,N001,6.340,43.883
2025-10-13T23:00:56,N001,7.068,34.353
2025-10-13T23:01:11,N001,8.019,32.260
2025-10-13T23:01:26,N001,8.911,29.628
2025-10-13T23:01:41,N001,9.982,24.854
2025-10-13T23:01:56,N001,11.882,25.095
2025-10-13T23:02:11,N001,11.929,29.667
2025-10-13T23:02:26,N001,15.428,26.232
2025-10-13T23:02:41,N001,16.162,27.038
2025-10-13T22:58:44,N002,22.964,40.643
2025-10-13T22:58:59,N002,26.747,40.025
2025-10-13T22:59:14,N002,23.871,41.181
2025-10-13T22:59:29,N002,28.029,37.719
2025-10-13T22:59:44,N002,27.531,32.196
2025-10-13T22:59:59,N002,28.722,27.117
2025-10-13T23:00:14,N002,31.561,21.814
2025-10-13T23:00:29,N002,33.881,16.113
2025-10-13T23:00:44,N002,31.929,17.760
2025-10-13T23:00:59,N002,33.406,17.730
2025-10-13T23:01:14,N002,31.282,19.597
2025-10-13T23:01:29,N002,28.840,22.997
2025-10-13T23:01:44,N002,26.376,21.646
2025-10-13T23:01:59,N002,27.464,24.779
2025-10-13T23:02:14,N002,28.298,25.484
2025-10-13T23:02:29,N002,24.279,26.424
2025-10-13T23:02:44,N002,22.132,30.968
2025-10-13T23:02:59,N002,28.673,39.472
2025-10-13T23:03:14,N002,36.056,36.395
2025-10-13T23:03:29,N002,38.574,36.590
2025-10-13T22:59:01,N010,29.611,27.916
2025-10-13T22:59:16,N010,30.790,27.840
2025-10-13T22:59:31,N010,27.535,26.554
2025-10-13T22:59:46,N010,21.301,27.037
2025-10-13T23:00:01,N010,18.188,28.218
2025-10-13T23:00:16,N010,15.683,24.139
2025-10-13T23:00:31,N010,13.088,23.872
2025-10-13T23:00:46,N010,10.979,21.689
2025-10-13T23:01:01,N010,9.934,20.663
2025-10-13T23:01:16,N010,11.138,19.989
2025-10-13T23:01:31,N010,12.559,19.251
2025-10-13T23:01:46,N010,13.726,19.545
2025-10-13T23:02:01,N010,14.794,19.816
2025-10-13T23:02:16,N010,10.855,17.778
2025-10-13T23:02:31,N010,12.535,21.941
2025-10-13T23:02:46,N010,12.673,24.734
2025-10-13T23:03:01,N010,11.817,25.899
2025-10-13T23:03:16,N010,11.725,26.118
2025-10-13T23:03:31,N010,10.677,27.430
2025-10-13T23:03:46,N010,9.760,27.063
2025-10-13T22:59:41,N009,22.541,50.899
2025-10-13T22:59:56,N009,21.461,53.709
2025-10-13T23:00:11,N009,17.746,51.719
2025-10-13T23:00:26,N009,13.871,48.645
2025-10-13T23:00:41,N009,14.182,46.396
2025-10-13T23:00:56,N009,13.870,40.270
2025-10-13T23:01:11,N009,13.667,40.989
2025-10-13T23:01:26,N009,10.018,39.042
2025-10-13T23:01:41,N009,10.793,33.458
2025-10-13T23:01:56,N009,10.447,31.779
2025-10-13T23:02:11,N009,12.755,29.888
2025-10-13T23:02:26,N009,12.897,32.455
2025-10-13T23:02:41,N009,14.112,35.970
2025-10-13T23:02:56,N009,17.273,34.669
2025-10-13T23:03:11,N009,20.939,37.688
2025-10-13T23:03:26,N009,21.258,39.463
2025-10-13T23:03:41,N009,19.226,36.979
2025-10-13T23:03:56,N009,17.328,34.400
2025-10-13T23:04:11,N009,17.148,34.881
2025-10-13T23:04:26,N009,19.917,36.888
2025-10-13T22:59:49,N002,9.086,11.513
2025-10-13T23:00:04,N002,9.887,12.706
2025-10-13T23:00:19,N002,9.919,11.576
2025-10-13T23:00:34,N002,11.749,13.004
2025-10-13T23:00:49,N002,11.894,11.738
2025-10-13T23:01:04,N002,14.279,12.006
2025-10-13T23:01:19,N002,15.545,13.308
2025-10-13T23:01:34,N002,15.178,14.778
2025-10-13T23:01:49,N002,18.009,16.869
2025-10-13T23:02:04,N002,18.840,14.795
2025-10-13T23:02:19,N002,19.542,12.843
2025-10-13T23:02:34,N002,20.779,13.226
2025-10-13T23:02:49,N002,14.366,12.232
2025-10-13T23:03:04,N002,13.242,12.656
2025-10-13T23:03:19,N002,12.039,11.788
2025-10-13T23:03:34,N002,12.804,10.453
2025-10-13T23:03:49,N002,10.424,8.935
2025-10-13T23:04:04,N002,7.288,8.651
2025-10-13T23:04:19,N002,6.573,7.938
2025-10-13T23:04:34,N002,6.559,8.556
2025-10-13T22:59:59,N004,21.504,33.316
2025-10-13T23:00:14,N004,20.925,31.394
2025-10-13T23:00:29,N004,20.207,32.290
2025-10-13T23:00:44,N004,18.649,27.764
2025-10-13T23:00:59,N004,13.787,26.983
2025-10-13T23:01:14,N004,13.387,25.266
2025-10-13T23:01:29,N004,11.937,23.937
2025-10-13T23:01:44,N004,11.873,25.444
2025-10-13T23:01:59,N004,13.168,23.979
2025-10-13T23:02:14,N004,15.076,25.813
2025-10-13T23:02:29,N004,18.902,30.435
2025-10-13T23:02:44,N004,23.869,32.881
2025-10-13T23:02:59,N004,25.328,37.937
2025-10-13T23:03:14,N004,32.635,35.866
2025-10-13T23:03:29,N004,40.737,29.817
2025-10-13T23:03:44,N004,50.211,33.647
2025-10-13T23:03:59,N004,47.600,31.076
2025-10-13T23:04:14,N004,53.135,28.917
2025-10-13T23:04:29,N004,53.764,28.093
2025-10-13T23:04:44,N004,50.617,26.004
2025-10-13T23:00:35,N005,11.054,93.368
2025-10-13T23:00:50,N005,13.429,91.742
2025-10-13T23:01:05,N005,15.111,88.797
2025-10-13T23:01:20,N005,18.619,72.549
2025-10-13T23:01:35,N005,21.038,53.933
2025-10-13T23:01:50,N005,19.120,57.333
2025-10-13T23:02:05,N005,22.793,58.412
2025-10-13T23:02:20,N005,20.838,56.471
2025-10-13T23:02:35,N005,19.959,52.886
2025-10-13T23:02:50,N005,16.607,53.831
2025-10-13T23:03:05,N005,16.668,50.831
2025-10-13T23:03:20,N005,14.343,54.463
2025-10-13T23:03:35,N005,14.507,65.246
2025-10-13T23:03:50,N005,15.731,77.691
2025-10-13T23:04:05,N005,14.630,76.187
2025-10-13T23:04:20,N005,12.694,77.974
2025-10-13T23:04:35,N005,11.475,101.890
2025-10-13T23:04:50,N005,9.761,95.045
2025-10-13T23:05:05,N005,9.938,102.702
2025-10-13T23:05:20,N005,9.619,110.798
2025-10-13T23:01:15,N009,18.282,23.620
2025-10-13T23:01:30,N009,17.871,24.485
2025-10-13T23:01:45,N009,18.208,24.944
2025-10-13T23:02:00,N009,17.745,22.543
2025-10-13T23:02:15,N009,18.378,23.470
2025-10-13T23:02:30,N009,19.211,22.854
2025-10-13T23:02:45,N009,20.676,26.867
2025-10-13T23:03:00,N009,22.493,29.458
2025-10-13T23:03:15,N009,27.635,27.475
2025-10-13T23:03:30,N009,37.205,33.525
2025-10-13T23:03:45,N009,46.981,31.703
2025-10-13T23:04:00,N009,57.443,29.358
2025-10-13T23:04:15,N009,63.671,25.885
2025-10-13T23:04:30,N009,58.973,25.257
2025-10-13T23:04:45,N009,69.755,26.843
2025-10-13T23:05:00,N009,58.830,20.879
2025-10-13T23:05:15,N009,55.582,19.012
2025-10-13T23:05:30,N009,59.289,18.421
2025-10-13T23:05:45,N009,52.866,22.001
2025-10-13T23:06:00,N009,57.902,17.339
2025-10-13T23:01:48,N006,10.623,62.459
2025-10-13T23:02:03,N006,12.840,74.327
2025-10-13T23:02:18,N006,18.453,89.854
2025-10-13T23:02:33,N006,22.289,98.676
2025-10-13T23:02:48,N006,19.742,129.582
2025-10-13T23:03:03,N006,23.043,136.977
2025-10-13T23:03:18,N006,23.242,106.786
2025-10-13T23:03:33,N006,22.495,99.959
2025-10-13T23:03:48,N006,26.643,99.041
2025-10-13T23:04:03,N006,27.161,81.088
2025-10-13T23:04:18,N006,26.816,74.534
2025-10-13T23:04:33,N006,23.776,76.674
2025-10-13T23:04:48,N006,23.584,78.995
2025-10-13T23:05:03,N006,20.741,86.511
2025-10-13T23:05:18,N006,15.828,84.773
2025-10-13T23:05:33,N006,15.807,69.276
2025-10-13T23:05:48,N006,15.271,72.528
2025-10-13T23:06:03,N006,17.250,64.818
2025-10-13T23:06:18,N006,20.200,72.663
2025-10-13T23:06:33,N006,23.013,81.373
2025-10-13T23:02:00,N004,18.406,87.834
2025-10-13T23:02:15,N004,20.472,80.124
2025-10-13T23:02:30,N004,19.571,71.373
2025-10-13T23:02:45,N004,19.249,72.004
2025-10-13T23:03:00,N004,18.362,58.639
2025-10-13T23:03:15,N004,18.039,52.555
2025-10-13T23:03:30,N004,13.461,47.502
2025-10-13T23:03:45,N004,13.648,41.003
2025-10-13T23:04:00,N004,14.419,45.516
2025-10-13T23:04:15,N004,12.929,36.973
2025-10-13T23:04:30,N004,11.296,42.992
2025-10-13T23:04:45,N004,10.299,58.411
2025-10-13T23:05:00,N004,11.143,64.317
2025-10-13T23:05:15,N004,8.743,62.833
2025-10-13T23:05:30,N004,10.825,61.618
2025-10-13T23:05:45,N004,10.288,75.529
2025-10-13T23:06:00,N004,12.180,77.397
2025-10-13T23:06:15,N004,14.742,79.159
2025-10-13T23:06:30,N004,16.721,75.585
2025-10-13T23:06:45,N004,20.651,76.929
2025-10-13T23:02:28,N004,22.031,28.380
2025-10-13T23:02:43,N004,21.665,27.745
2025-10-13T23:02:58,N004,23.888,24.409
2025-10-13T23:03:13,N004,21.426,25.782
2025-10-13T23:03:28,N004,20.232,29.757
2025-10-13T23:03:43,N004,17.181,32.676
2025-10-13T23:03:58,N004,12.749,31.832
2025-10-13T23:04:13,N004,12.751,27.590
2025-10-13T23:04:28,N004,11.897,26.598
2025-10-13T23:04:43,N004,11.522,26.183
2025-10-13T23:04:58,N004,9.902,26.329
2025-10-13T23:05:13,N004,8.516,17.679
2025-10-13T23:05:28,N004,8.377,16.905
2025-10-13T23:05:43,N004,8.613,14.467
2025-10-13T23:05:58,N004,8.296,12.832
2025-10-13T23:06:13,N004,7.546,14.446
2025-10-13T23:06:28,N004,8.648,13.459
2025-10-13T23:06:43,N004,10.064,13.068
2025-10-13T23:06:58,N004,10.775,13.878
2025-10-13T23:07:13,N004,10.206,15.090
